timestamp,player_num,champion
20180626 222716,7,Strix
20180626 222716,8,Sha Lin
20180626 222716,9,Drogoz
20180626 223946,0,Viktor
20180626 223946,1,Inara
20180626 223946,2,Evie
20180626 223946,3,Mal'Damba
20180626 223946,4,Cassie
20180626 223946,5,Grover
20180626 223946,6,Zhin
20180626 223946,7,Lian
20180626 223946,8,Jenos
20180626 223946,9,Khan
20180626 225134,0,Makoa
20180626 225134,1,Talus
20180626 225134,2,Kinessa
20180626 225134,3,Cassie
20180626 225134,4,Furia
20180626 225134,5,Drogoz
20180626 225134,6,Barik
20180626 225134,7,Jenos
20180626 225134,8,Khan
20180626 225134,9,Maeve
20180626 230413,0,Talus
20180626 230413,1,Furia
20180626 230413,2,Cassie
20180626 230413,3,Kinessa
20180626 230413,4,Khan
20180626 230413,5,Sha Lin
20180626 230413,6,Barik
20180626 230413,7,Pip
20180626 230413,8,Willo
20180626 230413,9,Buck
20180627 115841,0,Androxus
20180627 115841,1,Jenos
20180627 115841,2,Viktor
20180627 115841,3,Drogoz
20180627 115841,4,Cassie
20180627 115841,5,Cassie
20180627 115841,6,Skye
20180627 115841,7,Ash
20180627 115841,8,Jenos
20180627 115841,9,Pip
20180627 121157,0,Maeve
20180627 121157,1,Grohk
20180627 121157,2,Kinessa
20180627 121157,3,Cassie
20180627 121157,4,Lex
20180627 121157,5,Viktor
20180627 121157,6,Buck
20180627 121157,7,Strix
20180627 121157,8,Maeve
20180627 121157,9,Pip
20180627 122246,0,Maeve
20180627 122246,1,Ruckus
20180627 122246,2,Cassie
20180627 122246,3,Tyra
20180627 122246,4,Furia
20180627 122246,5,Fernando
20180627 122246,6,Tyra
20180627 122246,7,Khan
20180627 122246,8,Androxus
20180627 122246,9,Seris
20180627 123315,0,Cassie
20180627 123315,1,Furia
20180627 123315,2,Bomb King
20180627 123315,3,Lian
20180627 123315,4,Drogoz
20180627 123315,5,Zhin
20180627 123315,6,Drogoz
20180627 123315,7,Sha Lin
20180627 123315,8,Furia
20180627 123315,9,Tyra
20180627 124955,0,Drogoz
20180627 124955,1,Ash
20180627 124955,2,Mal'Damba
20180627 124955,3,Cassie
20180627 124955,4,Strix
20180627 124955,5,Maeve
20180627 124955,6,Pip
20180627 124955,7,Khan
20180627 124955,8,Tyra
20180627 124955,9,Cassie
20180627 131310,0,Maeve
20180627 131310,1,Tyra
20180627 131310,2,Jenos
20180627 131310,3,Makoa
20180627 131310,4,Cassie
20180627 131310,5,Fernando
20180627 131310,6,Zhin
20180627 131310,7,Evie
20180627 131310,8,Tyra
20180627 131310,9,Grohk
20180627 133407,0,Cassie
20180627 133407,1,Ying
20180627 133407,2,Skye
20180627 133407,3,Makoa
20180627 133407,4,Kinessa
20180627 133407,5,Cassie
20180627 133407,6,Drogoz
20180627 133407,7,Maeve
20180627 133407,8,Ash
20180627 133407,9,Furia
20180627 135637,0,Jenos
20180627 135637,1,Maeve
20180627 135637,2,Cassie
20180627 135637,3,Drogoz
20180627 135637,4,Khan
20180627 135637,5,Talus
20180627 135637,6,Furia
20180627 135637,7,Evie
20180627 135637,8,Makoa
20180627 135637,9,Tyra
20180627 141334,0,Drogoz
20180627 141334,1,Maeve
20180627 141334,2,Jenos
20180627 141334,3,Sha Lin
20180627 141334,4,Talus
20180627 141334,5,Ruckus
20180627 141334,6,Fernando
20180627 141334,7,Tyra
20180627 141334,8,Ying
20180627 141334,9,Seris
20180627 165736,0,Khan
20180627 165736,1,Willo
20180627 165736,2,Lian
20180627 165736,3,Jenos
20180627 165736,4,Furia
20180627 165736,5,Torvald
20180627 165736,6,Pip
20180627 165736,7,Bomb King
20180627 165736,8,Lian
20180627 165736,9,Zhin
20180627 171048,0,Pip
20180627 171048,1,Lian
20180627 171048,2,Khan
20180627 171048,3,Furia
20180627 171048,4,Cassie
20180627 171048,5,Drogoz
20180627 171048,6,Willo
20180627 171048,7,Jenos
20180627 171048,8,Ash
20180627 171048,9,Grohk
20180627 172120,0,Cassie
20180627 172120,1,Zhin
20180627 172120,2,Maeve
20180627 172120,3,Jenos
20180627 172120,4,Lian
20180627 172120,5,Khan
20180627 172120,6,Torvald
20180627 172120,7,Zhin
20180627 172120,8,Strix
20180627 172120,9,Furia
20180627 173047,0,Lian
20180627 173047,1,Furia
20180627 173047,2,Cassie
20180627 173047,3,Bomb King
20180627 173047,4,Barik
20180627 173047,5,Evie
20180627 173047,6,Tyra
20180627 173047,7,Strix
20180627 173047,8,Mal'Damba
20180627 173047,9,Inara
20180627 174522,0,Inara
20180627 174522,1,Skye
20180627 174522,2,Lian
20180627 174522,3,Jenos
20180627 174522,4,Androxus
20180627 174522,5,Evie
20180627 174522,6,Drogoz
20180627 174522,7,Kinessa
20180627 174522,8,Lex
20180627 174522,9,Bomb King
20180627 175932,0,Lian
20180627 175932,1,Jenos
20180627 175932,2,Buck
20180627 175932,3,Evie
20180627 175932,4,Inara
20180627 175932,5,Strix
20180627 175932,6,Barik
20180627 175932,7,Jenos
20180627 175932,8,Maeve
20180627 175932,9,Zhin
20180627 181542,0,Furia
20180627 181542,1,Lian
20180627 181542,2,Zhin
20180627 181542,3,Makoa
20180627 181542,4,Viktor
20180627 181542,5,Fernando
20180627 181542,6,Evie
20180627 181542,7,Androxus
20180627 181542,8,Seris
20180627 181542,9,Khan
20180627 183109,0,Lian
20180627 183109,1,Furia
20180627 183109,2,Khan
20180627 183109,3,Cassie
20180627 183109,4,Androxus
20180627 183109,5,Tyra
20180627 183109,6,Furia
20180627 183109,7,Zhin
20180627 183109,8,Maeve
20180627 183109,9,Barik
